TIME_STAMP	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier CQI CW0	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier Rank Index	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier WideBand CQI CW0	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier Rank Index
2021-02-08 19:28:37.302382	601	1		Rank1				
2021-02-08 19:28:37.310012	605	1	11					
2021-02-08 19:28:37.310273	609	1		Rank1				
2021-02-08 19:28:37.762586	621	1	12					
2021-02-08 19:28:38.079830	653	1	15					
2021-02-08 19:28:38.190435	685	1	12					
2021-02-08 19:28:38.190678					716	0	13	Rank1
2021-02-08 19:28:38.190758	717	1	13					
2021-02-08 19:28:38.194543	721	1		Rank1				
2021-02-08 19:28:38.397009	725	1	13					
2021-02-08 19:28:38.399202	729	1		Rank1				
2021-02-08 19:28:38.401464	733	1	12					
2021-02-08 19:28:39.120327	749	1	14					
2021-02-08 19:28:39.120469	781	1	13					
2021-02-08 19:28:39.123044					812	6	12	Rank1
2021-02-08 19:28:39.123224	813	1	12					
2021-02-08 19:28:39.241348	817	1		Rank1				
2021-02-08 19:28:39.241546	821	1	13					
2021-02-08 19:28:39.245283	825	1		Rank1				
2021-02-08 19:28:39.675850	829	1	8					
2021-02-08 19:28:39.999020	845	1	13					
2021-02-08 19:28:40.107121	877	1	12					
2021-02-08 19:28:40.107824	909	1	13					
2021-02-08 19:28:40.109428					909	3	13	Rank1
2021-02-08 19:28:40.109706	913	1		Rank1				
2021-02-08 19:28:40.300656	917	1	13					
2021-02-08 19:28:40.300905	921	1		Rank1				
2021-02-08 19:28:40.304428	925	1	15					
2021-02-08 19:28:40.708423	941	1	14					
2021-02-08 19:28:40.710200					971	9	12	Rank1
2021-02-08 19:28:40.710244	973	1	11					
2021-02-08 19:28:41.059242	977	1		Rank1				
2021-02-08 19:28:42.033409	81	1	10					
2021-02-08 19:28:42.039095	85	1	8					
2021-02-08 19:28:42.126781	89	1		Rank1				
2021-02-08 19:28:42.126794					89	3	11	Rank1
2021-02-08 19:28:42.129918					90	0	15	Rank1
2021-02-08 19:28:42.129980					91	1	13	Rank1
2021-02-08 19:28:42.130107	93	1	13					
2021-02-08 19:28:42.164850					95	1	14	Rank1
2021-02-08 19:28:42.210757	97	1		Rank1				
2021-02-08 19:28:42.210763					97	2	13	Rank1
2021-02-08 19:28:42.246703					100	1	11	Rank1
2021-02-08 19:28:42.249779	101	1	11					
2021-02-08 19:28:42.249953					103	3	11	Rank1
2021-02-08 19:28:42.250093					104	5	12	Rank1
2021-02-08 19:28:42.276328	105	1		Rank1				
2021-02-08 19:28:42.276358					105	3	12	Rank1
2021-02-08 19:28:42.279637					106	8	11	Rank1
2021-02-08 19:28:42.320377	109	1	12					
2021-02-08 19:28:42.320966					110	1	13	Rank1
2021-02-08 19:28:42.321040					111	3	13	Rank1
2021-02-08 19:28:42.323196					112	1	13	Rank1
2021-02-08 19:28:42.323325	113	1		Rank1				
2021-02-08 19:28:42.374720					115	1	12	Rank1
2021-02-08 19:28:42.379216	117	1	12					
2021-02-08 19:28:42.421533					119	3	13	Rank1
2021-02-08 19:28:42.421729					120	0	13	Rank1
2021-02-08 19:28:42.423190	121	1		Rank1				
2021-02-08 19:28:42.423235					121	5	11	Rank1
2021-02-08 19:28:42.445844	125	1	12					
2021-02-08 19:28:42.491983					127	0	15	Rank1
2021-02-08 19:28:42.498276	129	1		Rank1				
2021-02-08 19:28:42.498331					129	4	12	Rank1
2021-02-08 19:28:42.530459					132	0	12	Rank1
2021-02-08 19:28:42.537148					132	8	12	Rank1
2021-02-08 19:28:42.537261	133	1	11					
2021-02-08 19:28:42.609087					136	8	12	Rank1
2021-02-08 19:28:42.609136	137	1		Rank1				
2021-02-08 19:28:42.632902					139	8	10	Rank1
2021-02-08 19:28:42.633150	141	1	11					
2021-02-08 19:28:42.633204					142	0	11	Rank1
2021-02-08 19:28:42.635567					142	8	12	Rank1
2021-02-08 19:28:42.713653	145	1		Rank1				
2021-02-08 19:28:42.713717					146	1	15	Rank1
2021-02-08 19:28:42.715594					147	0	14	Rank1
2021-02-08 19:28:42.715810	149	1	13					
2021-02-08 19:28:42.778197					152	0	15	Rank1
2021-02-08 19:28:42.778322	153	1		Rank1				
2021-02-08 19:28:42.785683	157	1	13					
2021-02-08 19:28:42.785725					157	3	12	Rank1
2021-02-08 19:28:42.839560	161	1		Rank1				
2021-02-08 19:28:42.839580					161	3	11	Rank1
2021-02-08 19:28:42.940911					164	4	15	Rank1
2021-02-08 19:28:42.941154	165	1	13					
2021-02-08 19:28:42.941254					165	3	13	Rank1
2021-02-08 19:28:42.944495	169	1		Rank1				
2021-02-08 19:28:42.944656					170	3	15	Rank1
2021-02-08 19:28:43.071118	173	1	15					
2021-02-08 19:28:43.074544	177	1		Rank1				
2021-02-08 19:28:43.270250	181	1	15					
2021-02-08 19:28:43.270629	185	1		Rank1				
2021-02-08 19:28:43.338199	189	1	15					
2021-02-08 19:28:43.341278					204	8	13	Rank1
2021-02-08 19:28:43.341283	205	1	13					
2021-02-08 19:28:43.341472	209	1		Rank1				
2021-02-08 19:28:43.544468	213	1	14					
2021-02-08 19:28:43.547910	217	1		Rank1				
2021-02-08 19:28:43.548121	221	1	14					
2021-02-08 19:28:44.054956	237	1	13					
2021-02-08 19:28:44.235492	269	1	15					
2021-02-08 19:28:44.237839	301	1	13					
2021-02-08 19:28:44.237846					301	4	12	Rank1
2021-02-08 19:28:44.374649	305	1		Rank1				
2021-02-08 19:28:44.374790	309	1	11					
2021-02-08 19:28:44.377177	313	1		Rank1				
2021-02-08 19:28:44.797339	317	1	11					
2021-02-08 19:28:45.005062	321	1		Rank1				
2021-02-08 19:28:45.005422	333	1	12					
2021-02-08 19:28:45.194840	365	1	12					
2021-02-08 19:28:45.198032	397	1	15					
2021-02-08 19:28:45.198154					398	0	15	Rank1
2021-02-08 19:28:45.333924	401	1		Rank1				
2021-02-08 19:28:45.334125	405	1	14					
2021-02-08 19:28:45.337334	409	1		Rank1				
2021-02-08 19:28:45.337544	413	1	14					
2021-02-08 19:28:46.084122	417	1		Rank1				
2021-02-08 19:28:46.084220	429	1	12					
2021-02-08 19:28:46.545347	461	1	14					
2021-02-08 19:28:46.548806	493	1	13					
2021-02-08 19:28:46.548993					524	6	13	Rank1
2021-02-08 19:28:46.549117	525	1	13					
2021-02-08 19:28:46.825194	529	1		Rank1				
2021-02-08 19:28:46.825501	533	1	12					
2021-02-08 19:28:46.831532	537	1		Rank1				
2021-02-08 19:28:47.329427	541	1	12					
2021-02-08 19:28:47.334659	557	1	13					
2021-02-08 19:28:47.430387	589	1	15					
2021-02-08 19:28:47.434439	621	1	13					
2021-02-08 19:28:47.434446					621	3	13	Rank1
2021-02-08 19:28:47.434534	625	1		Rank1				
2021-02-08 19:28:47.565596	629	1	15					
2021-02-08 19:28:47.569299	633	1		Rank1				
2021-02-08 19:28:47.814870	637	1	14					
2021-02-08 19:28:48.301582	653	1	13					
2021-02-08 19:28:48.446291	685	1	15					
2021-02-08 19:28:48.446603	717	1	13					
2021-02-08 19:28:48.446631					717	8	14	Rank1
2021-02-08 19:28:48.449349	721	1		Rank1				
2021-02-08 19:28:48.449541	725	1	13					
2021-02-08 19:28:48.546985	729	1		Rank1				
2021-02-08 19:28:48.549749	733	1	15					
2021-02-08 19:28:48.777590	737	1		Rank1				
2021-02-08 19:28:48.853916	749	1	13					
2021-02-08 19:28:48.941085					764	1	13	Rank1
2021-02-08 19:28:48.941114	765	1	13					
2021-02-08 19:28:48.946653	769	1		Rank1				
2021-02-08 19:28:48.946849					769	3	13	Rank1
2021-02-08 19:28:48.995074	773	1	13					
2021-02-08 19:28:48.995456					775	4	13	Rank1
2021-02-08 19:28:48.995619	777	1		Rank1				
2021-02-08 19:28:48.998714					779	9	13	Rank1
2021-02-08 19:28:49.074251	781	1	14					
2021-02-08 19:28:49.074334					781	7	14	Rank1
2021-02-08 19:28:49.077285	785	1		Rank1				
2021-02-08 19:28:49.144761					786	6	15	Rank1
2021-02-08 19:28:49.144975	789	1	15					
2021-02-08 19:28:49.147847	793	1		Rank1				
2021-02-08 19:28:49.244210					796	1	15	Rank1
2021-02-08 19:28:49.244446	797	1	15					
2021-02-08 19:28:49.247868					798	3	15	Rank1
2021-02-08 19:28:49.248095	801	1		Rank1				
2021-02-08 19:28:49.604796	805	1	13					
2021-02-08 19:28:49.808430	809	1		Rank1				
2021-02-08 19:28:49.808619	813	1	15					
2021-02-08 19:28:49.812199	817	1		Rank1				
2021-02-08 19:28:50.204361	845	1	15					
2021-02-08 19:28:50.204558	877	1	13					
2021-02-08 19:28:50.337514					908	6	13	Rank1
2021-02-08 19:28:50.337629	909	1	13					
2021-02-08 19:28:50.349407					909	4	13	Rank1
2021-02-08 19:28:50.349554	913	1		Rank1				
2021-02-08 19:28:50.454942	917	1	13					
2021-02-08 19:28:50.458852	921	1		Rank1				
2021-02-08 19:28:50.459025	925	1	8					
2021-02-08 19:28:50.677748	929	1		Rank1				
2021-02-08 19:28:50.677917					940	0	15	Rank1
2021-02-08 19:28:50.677945	941	1	14					
2021-02-08 19:28:50.681218	945	1		Rank1				
2021-02-08 19:28:51.203749	949	1	9					
2021-02-08 19:28:51.204089	953	1		Rank1				
2021-02-08 19:28:51.235104	957	1	10					
2021-02-08 19:28:51.235575	973	1	13					
2021-02-08 19:28:51.275499	1005	1	15					
2021-02-08 19:28:51.275575					1005	4	15	Rank1
2021-02-08 19:28:51.282810					1007	5	13	Rank1
2021-02-08 19:28:51.304037	1009	1		Rank1				
2021-02-08 19:28:51.304209					1009	9	13	Rank1
2021-02-08 19:28:51.439589	1013	1	10					
2021-02-08 19:28:51.439745					1013	3	10	Rank1
2021-02-08 19:28:51.442945	1017	1		Rank1				
2021-02-08 19:28:51.443228	1021	1	9					
2021-02-08 19:28:51.807181	1	1		Rank1				
2021-02-08 19:28:51.812754	5	1	7					
2021-02-08 19:28:52.163513	13	1	8					
2021-02-08 19:28:52.483297	45	1	14					
2021-02-08 19:28:52.483524	77	1	14					
2021-02-08 19:28:52.564586					108	4	12	Rank1
2021-02-08 19:28:52.567706					108	8	13	Rank1
2021-02-08 19:28:52.567722	109	1	12					
2021-02-08 19:28:52.567729					109	3	12	Rank1
2021-02-08 19:28:52.567768					110	6	12	Rank1
2021-02-08 19:28:52.694513	113	1		Rank1				
2021-02-08 19:28:52.694674	117	1	12					
2021-02-08 19:28:52.697642	121	1		Rank1				
2021-02-08 19:28:53.128487	125	1	11					
2021-02-08 19:28:53.131662	129	1		Rank1				
2021-02-08 19:28:53.131934	141	1	13					
2021-02-08 19:28:53.135271	169	1		Rank1				
2021-02-08 19:28:53.135285					169	3	13	Rank1
2021-02-08 19:28:53.195482					170	3	13	Rank1
2021-02-08 19:28:53.195636	173	1	12					
2021-02-08 19:28:53.198558					174	0	11	Rank1
2021-02-08 19:28:53.198746					174	8	10	Rank1
2021-02-08 19:28:53.198800					176	3	10	Rank1
2021-02-08 19:28:53.308655					176	8	10	Rank1
2021-02-08 19:28:53.308677	177	1		Rank1				
2021-02-08 19:28:53.311289	181	1	9					
2021-02-08 19:28:53.378622					184	9	9	Rank1
2021-02-08 19:28:53.378661	185	1		Rank1				
2021-02-08 19:28:53.382526	189	1	9					
2021-02-08 19:28:53.382935	193	1		Rank1				
2021-02-08 19:28:53.500910	197	1	9					
2021-02-08 19:28:53.501534	201	1		Rank1				
2021-02-08 19:28:53.509858	205	1	11					
2021-02-08 19:28:54.226123	237	1	9					
2021-02-08 19:28:54.228830	269	1	15					
2021-02-08 19:28:54.231402					272	6	15	Rank1
2021-02-08 19:28:54.285956	273	1		Rank1				
2021-02-08 19:28:54.286171	277	1	15					
2021-02-08 19:28:54.288629	281	1		Rank1				
2021-02-08 19:28:54.288821	285	1	15					
2021-02-08 19:28:54.722096	289	1		Rank1				
2021-02-08 19:28:54.722320	301	1	13					
2021-02-08 19:28:55.465146	333	1	12					
2021-02-08 19:28:55.465330	365	1	14					
2021-02-08 19:28:55.469574					396	8	13	Rank1
2021-02-08 19:28:55.469639	397	1	12					
2021-02-08 19:28:55.705324	401	1		Rank1				
2021-02-08 19:28:55.705541	405	1	12					
2021-02-08 19:28:55.708704	409	1		Rank1				
2021-02-08 19:28:55.712061	413	1	15					
2021-02-08 19:28:56.136592	429	1	13					
2021-02-08 19:28:56.136890	461	1	10					
2021-02-08 19:28:56.138596	469	1	13					
2021-02-08 19:28:56.199646					470	8	13	Rank1
2021-02-08 19:28:56.199683					471	5	12	Rank1
2021-02-08 19:28:56.199693					472	0	13	Rank1
2021-02-08 19:28:56.203648					472	6	13	Rank1
2021-02-08 19:28:56.203691	473	1		Rank1				
2021-02-08 19:28:56.340325					476	9	14	Rank1
2021-02-08 19:28:56.340330	477	1	15					
2021-02-08 19:28:56.340661	481	1		Rank1				
2021-02-08 19:28:56.448237	485	1	15					
2021-02-08 19:28:56.448428	489	1		Rank1				
2021-02-08 19:28:56.451485	493	1	14					
2021-02-08 19:28:56.451497					493	4	14	Rank1
2021-02-08 19:28:56.496755	497	1		Rank1				
2021-02-08 19:28:56.499809	501	1	15					
2021-02-08 19:28:56.500105	505	1		Rank1				
2021-02-08 19:28:56.642846	509	1	15					
2021-02-08 19:28:56.642991	513	1		Rank1				
2021-02-08 19:28:56.960532	517	1	15					
2021-02-08 19:28:57.280620	521	1		Rank1				
2021-02-08 19:28:57.383765	525	1	12					
2021-02-08 19:28:57.386864	557	1	15					
2021-02-08 19:28:57.387124	589	1	12					
2021-02-08 19:28:57.507804					590	0	13	Rank1
2021-02-08 19:28:57.507939	593	1		Rank1				
2021-02-08 19:28:57.508016	597	1	11					
2021-02-08 19:28:57.511037	601	1		Rank1				
2021-02-08 19:28:57.821275	605	1	15					
2021-02-08 19:28:58.086076	609	1		Rank1				
2021-02-08 19:28:58.326481	621	1	15					
2021-02-08 19:28:58.326628	653	1	15					
2021-02-08 19:28:58.714897	685	1	13					
2021-02-08 19:28:58.717895					716	6	13	Rank1
2021-02-08 19:28:58.718042	717	1	13					
2021-02-08 19:28:58.718128	721	1		Rank1				
2021-02-08 19:28:58.919050	725	1	13					
2021-02-08 19:28:58.919220	729	1		Rank1				
2021-02-08 19:28:58.922607	733	1	13					
2021-02-08 19:28:58.945986	749	1	13					
2021-02-08 19:28:58.949798					751	3	12	Rank1
2021-02-08 19:28:58.949973	753	1		Rank1				
2021-02-08 19:28:58.985208					753	3	12	Rank1
2021-02-08 19:28:58.988280					753	8	12	Rank1
2021-02-08 19:28:59.014521	757	1	12					
2021-02-08 19:28:59.017120					758	3	12	Rank1
2021-02-08 19:28:59.043803					758	7	12	Rank1
2021-02-08 19:28:59.043987					759	1	15	Rank1
2021-02-08 19:28:59.044017					759	5	14	Rank1
2021-02-08 19:28:59.048393					759	9	15	Rank1
2021-02-08 19:28:59.050582					760	4	15	Rank1
2021-02-08 19:28:59.050609					760	9	13	Rank1
2021-02-08 19:28:59.050615	761	1		Rank1				
2021-02-08 19:28:59.050785					761	4	13	Rank1
2021-02-08 19:28:59.064063					761	9	14	Rank1
2021-02-08 19:28:59.067738					763	4	14	Rank1
2021-02-08 19:28:59.067778					764	2	14	Rank1
2021-02-08 19:28:59.067791					764	6	13	Rank1
2021-02-08 19:28:59.087067					765	0	13	Rank1
2021-02-08 19:28:59.087075	765	1	13					
2021-02-08 19:28:59.089966					765	4	13	Rank1
2021-02-08 19:28:59.090136					765	8	13	Rank1
2021-02-08 19:28:59.115340					766	3	13	Rank1
2021-02-08 19:28:59.115354					766	8	13	Rank1
2021-02-08 19:28:59.115379					767	3	13	Rank1
2021-02-08 19:28:59.115547					767	8	14	Rank1
2021-02-08 19:28:59.118716					768	3	13	Rank1
2021-02-08 19:28:59.118732					769	0	13	Rank1
2021-02-08 19:28:59.118752	769	1		Rank1				
2021-02-08 19:28:59.143924					769	4	13	Rank1
2021-02-08 19:28:59.143936					769	8	13	Rank1
2021-02-08 19:28:59.153894					770	3	13	Rank1
2021-02-08 19:28:59.188744					770	8	13	Rank1
2021-02-08 19:28:59.188787					771	3	13	Rank1
2021-02-08 19:28:59.188825					771	8	14	Rank1
2021-02-08 19:28:59.196566					772	3	13	Rank1
2021-02-08 19:28:59.196743					772	8	13	Rank1
2021-02-08 19:28:59.196760	773	1	13					
2021-02-08 19:28:59.206749					773	5	14	Rank1
2021-02-08 19:28:59.206926					774	6	13	Rank1
2021-02-08 19:28:59.209935					776	6	13	Rank1
2021-02-08 19:28:59.209975	777	1		Rank1				
2021-02-08 19:28:59.210154					777	6	14	Rank1
2021-02-08 19:28:59.269126	781	1	15					
2021-02-08 19:28:59.345860					783	1	15	Rank1
2021-02-08 19:28:59.346007					784	0	15	Rank1
2021-02-08 19:28:59.346050	785	1		Rank1				
2021-02-08 19:28:59.349608					788	1	15	Rank1
2021-02-08 19:28:59.349750	789	1	15					
2021-02-08 19:28:59.474514	793	1		Rank1				
2021-02-08 19:28:59.474661					793	3	15	Rank1
2021-02-08 19:28:59.477841	797	1	13					
2021-02-08 19:28:59.563625	801	1		Rank1				
2021-02-08 19:28:59.563832	805	1	13					
2021-02-08 19:28:59.567103	809	1		Rank1				
2021-02-08 19:28:59.614595	813	1	13					
2021-02-08 19:28:59.614779					813	3	13	Rank1
2021-02-08 19:28:59.619003	817	1		Rank1				
2021-02-08 19:28:59.824705	821	1	14					
2021-02-08 19:28:59.825028	825	1		Rank1				
2021-02-08 19:28:59.828018	829	1	14					
2021-02-08 19:29:00.401499	845	1	12					
2021-02-08 19:29:00.401742	877	1	13					
2021-02-08 19:29:00.609641	909	1	15					
2021-02-08 19:29:00.609687					909	8	15	Rank1
2021-02-08 19:29:00.609745	913	1		Rank1				
2021-02-08 19:29:00.613884	917	1	12					
2021-02-08 19:29:00.746501	921	1		Rank1				
2021-02-08 19:29:00.749644	925	1	12					
2021-02-08 19:29:00.749783	929	1		Rank1				
2021-02-08 19:29:00.865724	933	1	12					
2021-02-08 19:29:00.865956	937	1		Rank1				
2021-02-08 19:29:00.869410	941	1	13					
2021-02-08 19:29:01.340873	945	1		Rank1				
2021-02-08 19:29:01.864231	973	1	15					
2021-02-08 19:29:01.864370	1005	1	13					
2021-02-08 19:29:01.867647					13	0	13	Rank1
2021-02-08 19:29:01.867654	13	1	13					
2021-02-08 19:29:01.867878	17	1		Rank1				
2021-02-08 19:29:01.981422	21	1	15					
2021-02-08 19:29:01.984240	25	1		Rank1				
2021-02-08 19:29:02.326867	29	1	14					
2021-02-08 19:29:02.727181	45	1	14					
2021-02-08 19:29:02.727653	77	1	11					
2021-02-08 19:29:02.825016	109	1	15					
2021-02-08 19:29:02.828730					109	6	15	Rank1
2021-02-08 19:29:02.828926	113	1		Rank1				
2021-02-08 19:29:03.033318	117	1	15					
2021-02-08 19:29:03.035769	121	1		Rank1				
2021-02-08 19:29:03.322405	125	1	15					
2021-02-08 19:29:03.322559	129	1		Rank1				
2021-02-08 19:29:03.678052	141	1	13					
2021-02-08 19:29:03.997983	173	1	11					
2021-02-08 19:29:03.998215	205	1	13					
2021-02-08 19:29:04.135662					236	8	11	Rank1
2021-02-08 19:29:04.135677	237	1	11					
2021-02-08 19:29:04.138717	241	1		Rank1				
2021-02-08 19:29:04.138930	245	1	11					
2021-02-08 19:29:04.261566	249	1		Rank1				
2021-02-08 19:29:04.264790	253	1	11					
2021-02-08 19:29:04.265017	257	1		Rank1				
2021-02-08 19:29:04.639752	261	1	12					
2021-02-08 19:29:04.639937	265	1		Rank1				
2021-02-08 19:29:04.974420	269	1	8					
2021-02-08 19:29:05.060533	301	1	10					
2021-02-08 19:29:05.063888					332	4	15	Rank1
2021-02-08 19:29:05.063926	333	1	15					
2021-02-08 19:29:05.063943					333	4	15	Rank1
2021-02-08 19:29:05.064109					334	3	15	Rank1
2021-02-08 19:29:05.333496					336	9	14	Rank1
2021-02-08 19:29:05.333516	337	1		Rank1				
2021-02-08 19:29:06.785727	509	1	13					
2021-02-08 19:29:06.834089	513	1		Rank1				
2021-02-08 19:29:06.850506					514	9	13	Rank1
2021-02-08 19:29:06.866421					516	7	14	Rank1
2021-02-08 19:29:06.866549	517	1	14					
2021-02-08 19:29:06.866627					517	3	15	Rank1
2021-02-08 19:29:06.866681					517	8	15	Rank1
2021-02-08 19:29:06.866810					518	3	15	Rank1
2021-02-08 19:29:06.866905					518	8	15	Rank1
2021-02-08 19:29:06.874856					519	3	15	Rank1
2021-02-08 19:29:06.875067					519	8	15	Rank1
2021-02-08 19:29:06.875207					520	3	15	Rank1
2021-02-08 19:29:06.888084	521	1		Rank1				
2021-02-08 19:29:06.888098					521	3	12	Rank1
2021-02-08 19:29:06.892811					521	8	13	Rank1
2021-02-08 19:29:06.895021					522	3	12	Rank1
2021-02-08 19:29:06.916776					522	8	12	Rank1
2021-02-08 19:29:06.916902					523	3	12	Rank1
2021-02-08 19:29:06.920005					523	8	13	Rank1
2021-02-08 19:29:06.920072					524	3	12	Rank1
2021-02-08 19:29:06.926326					524	8	12	Rank1
2021-02-08 19:29:06.926346	525	1	12					
2021-02-08 19:29:06.926367					525	3	12	Rank1
2021-02-08 19:29:06.926394					525	8	13	Rank1
2021-02-08 19:29:06.928927					526	3	13	Rank1
2021-02-08 19:29:06.929131					526	8	12	Rank1
2021-02-08 19:29:06.953232					527	3	13	Rank1
2021-02-08 19:29:06.953266					527	8	13	Rank1
2021-02-08 19:29:06.956717					528	3	13	Rank1
2021-02-08 19:29:06.956770					528	8	13	Rank1
2021-02-08 19:29:06.967554	529	1		Rank1				
2021-02-08 19:29:06.967655					529	5	13	Rank1
2021-02-08 19:29:06.972161					530	3	13	Rank1
2021-02-08 19:29:06.972221					530	8	13	Rank1
2021-02-08 19:29:06.992627					531	3	13	Rank1
2021-02-08 19:29:06.999775					531	8	13	Rank1
2021-02-08 19:29:06.999924					532	3	13	Rank1
2021-02-08 19:29:07.000051					532	8	12	Rank1
2021-02-08 19:29:07.013582	533	1	12					
2021-02-08 19:29:07.013647					533	4	12	Rank1
2021-02-08 19:29:07.019275					533	8	12	Rank1
2021-02-08 19:29:07.019396					534	3	12	Rank1
2021-02-08 19:29:07.035475					534	8	12	Rank1
2021-02-08 19:29:07.035511					535	3	13	Rank1
2021-02-08 19:29:07.039136					535	8	13	Rank1
2021-02-08 19:29:07.039286					536	3	13	Rank1
2021-02-08 19:29:07.040660					536	8	14	Rank1
2021-02-08 19:29:07.051718	537	1		Rank1				
2021-02-08 19:29:07.051728					537	3	13	Rank1
2021-02-08 19:29:07.051848					537	8	14	Rank1
2021-02-08 19:29:07.055369					538	3	12	Rank1
2021-02-08 19:29:07.078247					538	8	10	Rank1
2021-02-08 19:29:07.078471					539	4	11	Rank1
2021-02-08 19:29:07.086237					540	6	12	Rank1
2021-02-08 19:29:07.086344	541	1	12					
2021-02-08 19:29:07.096783					541	5	11	Rank1
2021-02-08 19:29:07.097073					542	4	12	Rank1
2021-02-08 19:29:07.100047					543	0	12	Rank1
2021-02-08 19:29:07.100134					543	5	13	Rank1
2021-02-08 19:29:07.151590					544	3	12	Rank1
2021-02-08 19:29:07.152806	545	1		Rank1				
2021-02-08 19:29:07.220994					548	6	15	Rank1
2021-02-08 19:29:07.221074	549	1	15					
2021-02-08 19:29:07.292160	553	1		Rank1				
2021-02-08 19:29:07.295404	557	1	13					
2021-02-08 19:29:07.333613	561	1		Rank1				
2021-02-08 19:29:07.337012	565	1	11					
2021-02-08 19:29:08.148395	589	1	13					
2021-02-08 19:29:08.234568	621	1	14					
2021-02-08 19:29:08.237407					652	1	15	Rank1
2021-02-08 19:29:08.237547	653	1	15					
2021-02-08 19:29:08.301017	657	1		Rank1				
2021-02-08 19:29:08.310006	661	1	13					
2021-02-08 19:29:08.350096					664	9	15	Rank1
2021-02-08 19:29:08.350104	665	1		Rank1				
2021-02-08 19:29:08.480345	669	1	15					
2021-02-08 19:29:08.483128	673	1		Rank1				
2021-02-08 19:29:08.790180	677	1	15					
2021-02-08 19:29:09.110422	681	1		Rank1				
2021-02-08 19:29:09.112914	685	1	10					
2021-02-08 19:29:09.113345	717	1	12					
2021-02-08 19:29:09.248953					748	8	12	Rank1
2021-02-08 19:29:09.248978	749	1	12					
2021-02-08 19:29:09.249014					749	5	15	Rank1
2021-02-08 19:29:09.250555	753	1		Rank1				
2021-02-08 19:29:09.752690	757	1	14					
2021-02-08 19:29:09.754519	761	1		Rank1				
2021-02-08 19:29:09.754700	765	1	14					
2021-02-08 19:29:10.083531	769	1		Rank1				
2021-02-08 19:29:10.083706	781	1	15					
2021-02-08 19:29:10.179213	813	1	15					
2021-02-08 19:29:10.182589	845	1	15					
2021-02-08 19:29:10.182604					845	3	15	Rank1
2021-02-08 19:29:10.182772	849	1		Rank1				
2021-02-08 19:29:10.264367	853	1	15					
2021-02-08 19:29:10.267287	857	1		Rank1				
2021-02-08 19:29:10.399742	861	1	14					
2021-02-08 19:29:10.403194	865	1		Rank1				
2021-02-08 19:29:10.713639	869	1	14					
2021-02-08 19:29:11.036717	873	1		Rank1				
2021-02-08 19:29:11.041306	877	1	13					
2021-02-08 19:29:11.163078	909	1	15					
2021-02-08 19:29:11.163526	941	1	15					
2021-02-08 19:29:11.163634					942	5	10	Rank1
2021-02-08 19:29:11.166219	945	1		Rank1				
2021-02-08 19:29:11.166463	949	1	15					
2021-02-08 19:29:11.372840	953	1		Rank1				
2021-02-08 19:29:11.521042	957	1	15					
2021-02-08 19:29:11.521431	961	1		Rank1				
2021-02-08 19:29:11.525106	973	1	13					
2021-02-08 19:29:11.525208	977	1		Rank1				
2021-02-08 19:29:11.822753	981	1	14					
2021-02-08 19:29:11.997313	985	1		Rank1				
2021-02-08 19:29:11.997534	989	1	13					
2021-02-08 19:29:12.321971	1005	1	13					
2021-02-08 19:29:12.401330	13	1	13					
2021-02-08 19:29:12.404313					44	5	8	Rank1
2021-02-08 19:29:12.404469	45	1	7					
2021-02-08 19:29:12.404532					47	3	7	Rank1
2021-02-08 19:29:12.530669	49	1		Rank1				
2021-02-08 19:29:12.530868	53	1	10					
2021-02-08 19:29:12.533619	57	1		Rank1				
2021-02-08 19:29:12.851835	61	1	9					
2021-02-08 19:29:13.279214	65	1		Rank1				
2021-02-08 19:29:13.279589	77	1	10					
2021-02-08 19:29:13.599008	109	1	9					
2021-02-08 19:29:13.599154	141	1	14					
2021-02-08 19:29:13.704988					172	3	13	Rank1
2021-02-08 19:29:13.705107	173	1	13					
2021-02-08 19:29:13.709738	177	1		Rank1				
2021-02-08 19:29:13.811680	181	1	12					
2021-02-08 19:29:13.817766	185	1		Rank1				
2021-02-08 19:29:14.236534	189	1	7					
2021-02-08 19:29:14.420841	205	1	11					
2021-02-08 19:29:14.448020	237	1	11					
2021-02-08 19:29:14.451426	253	1	7					
2021-02-08 19:29:14.451448					253	3	8	Rank1
2021-02-08 19:29:14.455741					253	8	11	Rank1
2021-02-08 19:29:14.455771					254	3	10	Rank1
2021-02-08 19:29:14.455782					254	8	10	Rank1
2021-02-08 19:29:14.466482					255	3	10	Rank1
2021-02-08 19:29:14.470421					255	8	11	Rank1
2021-02-08 19:29:14.470483					256	3	10	Rank1
2021-02-08 19:29:14.470505					256	8	10	Rank1
