TIME_STAMP	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier CQI CW0	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier Rank Index	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier WideBand CQI CW0	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier Rank Index
2021-02-08 19:29:45.265887					262	2	15	Rank1
2021-02-08 19:29:45.267172	262	6	15					
2021-02-08 19:29:45.267197					262	7	15	Rank1
2021-02-08 19:29:45.267211					263	1	15	Rank1
2021-02-08 19:29:45.268802					263	5	15	Rank1
2021-02-08 19:29:45.268807					263	9	15	Rank1
2021-02-08 19:29:45.293561					264	4	15	Rank1
2021-02-08 19:29:45.293609					265	0	15	Rank1
2021-02-08 19:29:45.293615					265	4	15	Rank1
2021-02-08 19:29:45.297050					265	9	15	Rank1
2021-02-08 19:29:45.304840	266	6		Rank1				
2021-02-08 19:29:45.304950					266	9	15	Rank1
2021-02-08 19:29:45.308179					268	2	15	Rank1
2021-02-08 19:29:45.331089					268	9	15	Rank1
2021-02-08 19:29:45.333616					269	4	15	Rank1
2021-02-08 19:29:45.333768					269	9	15	Rank1
2021-02-08 19:29:45.333796					270	4	15	Rank1
2021-02-08 19:29:45.344964	270	6	15					
2021-02-08 19:29:45.345059					271	1	15	Rank1
2021-02-08 19:29:45.347268					271	6	15	Rank1
2021-02-08 19:29:45.349416					272	0	15	Rank1
2021-02-08 19:29:45.349439					272	5	15	Rank1
2021-02-08 19:29:45.362529					273	0	15	Rank1
2021-02-08 19:29:45.362726					273	7	15	Rank1
2021-02-08 19:29:45.365931					274	1	15	Rank1
2021-02-08 19:29:45.366139					274	5	15	Rank1
2021-02-08 19:29:45.387350	274	6		Rank1				
2021-02-08 19:29:45.387562					274	9	15	Rank1
2021-02-08 19:29:45.389918					275	4	15	Rank1
2021-02-08 19:29:45.432787					276	2	15	Rank1
2021-02-08 19:29:45.432813					276	7	15	Rank1
2021-02-08 19:29:45.439105					278	0	15	Rank1
2021-02-08 19:29:45.439113	278	6	15					
2021-02-08 19:29:45.462793					280	1	15	Rank1
2021-02-08 19:29:45.465426	282	6		Rank1				
2021-02-08 19:29:45.520634					283	1	15	Rank1
2021-02-08 19:29:45.523857	286	6	15					
2021-02-08 19:29:45.578290					288	1	15	Rank1
2021-02-08 19:29:45.578511	290	6		Rank1				
2021-02-08 19:29:45.646788	294	6	15					
2021-02-08 19:29:45.650469	298	6		Rank1				
2021-02-08 19:29:45.777493	302	6	15					
2021-02-08 19:29:46.067198	306	6		Rank1				
2021-02-08 19:29:46.329212	314	6		Rank1				
2021-02-08 19:29:46.450803	346	6		Rank1				
2021-02-08 19:29:46.454409	378	6		Rank1				
2021-02-08 19:29:46.454454					379	6	15	Rank1
2021-02-08 19:29:46.454632	382	6	15					
2021-02-08 19:29:46.532348	386	6		Rank1				
2021-02-08 19:29:46.594437	390	6	15					
2021-02-08 19:29:46.597618	394	6		Rank1				
2021-02-08 19:29:46.632925	398	6	15					
2021-02-08 19:29:46.656283					401	7	15	Rank1
2021-02-08 19:29:46.660030	402	6		Rank1				
2021-02-08 19:29:46.660122					402	7	15	Rank1
2021-02-08 19:29:46.660306					403	5	15	Rank1
2021-02-08 19:29:46.734295	406	6	15					
2021-02-08 19:29:46.734314					406	7	15	Rank1
2021-02-08 19:29:46.820255	410	6		Rank1				
2021-02-08 19:29:46.820348					411	7	15	Rank1
2021-02-08 19:29:47.044665	414	6	15					
2021-02-08 19:29:47.048835	418	6		Rank1				
2021-02-08 19:29:47.049089	422	6	15					
2021-02-08 19:29:47.339528	426	6		Rank1				
2021-02-08 19:29:47.444844	430	6	15					
2021-02-08 19:29:47.444956	442	6		Rank1				
2021-02-08 19:29:47.446933	474	6		Rank1				
2021-02-08 19:29:47.446970					476	1	15	Rank1
2021-02-08 19:29:47.572118	478	6	15					
2021-02-08 19:29:47.572320	482	6		Rank1				
2021-02-08 19:29:47.575344	486	6	15					
2021-02-08 19:29:47.578456	490	6		Rank1				
2021-02-08 19:29:47.578669	494	6	15					
2021-02-08 19:29:47.988750	498	6		Rank1				
2021-02-08 19:29:48.203039	502	6	15					
2021-02-08 19:29:48.375804	506	6		Rank1				
2021-02-08 19:29:48.376000	538	6		Rank1				
2021-02-08 19:29:48.510005	570	6		Rank1				
2021-02-08 19:29:48.510161					573	4	15	Rank1
2021-02-08 19:29:48.510188	574	6	15					
2021-02-08 19:29:48.512524	578	6		Rank1				
2021-02-08 19:29:48.516048	582	6	15					
2021-02-08 19:29:48.516255	586	6		Rank1				
2021-02-08 19:29:48.672488	590	6	15					
2021-02-08 19:29:48.674714	594	6		Rank1				
2021-02-08 19:29:48.820467	602	6		Rank1				
2021-02-08 19:29:48.820818	606	6	15					
2021-02-08 19:29:48.823408	610	6		Rank1				
2021-02-08 19:29:49.267621	614	6	15					
2021-02-08 19:29:49.587368	618	6		Rank1				
2021-02-08 19:29:49.591110	622	6	15					
2021-02-08 19:29:49.591272	634	6		Rank1				
2021-02-08 19:29:49.591341	666	6		Rank1				
2021-02-08 19:29:49.710521	698	6		Rank1				
2021-02-08 19:29:49.710612					699	5	15	Rank1
2021-02-08 19:29:49.713843	702	6	15					
2021-02-08 19:29:49.715985	706	6		Rank1				
2021-02-08 19:29:50.230388	710	6	15					
2021-02-08 19:29:50.230607	714	6		Rank1				
2021-02-08 19:29:50.232668	718	6	15					
2021-02-08 19:29:50.232710	730	6		Rank1				
2021-02-08 19:29:50.690108	762	6		Rank1				
2021-02-08 19:29:50.692939	794	6		Rank1				
2021-02-08 19:29:50.692964					795	9	15	Rank1
2021-02-08 19:29:50.693005	798	6	15					
2021-02-08 19:29:50.755926	802	6		Rank1				
2021-02-08 19:29:50.757939	806	6	15					
2021-02-08 19:29:51.187358	810	6		Rank1				
2021-02-08 19:29:51.611077	814	6	15					
2021-02-08 19:29:51.611335	826	6		Rank1				
2021-02-08 19:29:51.614236	858	6		Rank1				
2021-02-08 19:29:51.614667	890	6		Rank1				
2021-02-08 19:29:51.617704					892	5	15	Rank1
2021-02-08 19:29:51.617800	894	6	15					
2021-02-08 19:29:51.618018	898	6		Rank1				
2021-02-08 19:29:51.721034	902	6	15					
2021-02-08 19:29:51.723577	906	6		Rank1				
2021-02-08 19:29:52.319180	910	6	15					
2021-02-08 19:29:52.466230	922	6		Rank1				
2021-02-08 19:29:52.582644	954	6		Rank1				
2021-02-08 19:29:52.587915	986	6		Rank1				
2021-02-08 19:29:52.587947					986	9	15	Rank1
2021-02-08 19:29:52.588041	990	6	15					
2021-02-08 19:29:53.075344	17	0	15					
2021-02-08 19:29:53.096388	21	0	15					
2021-02-08 19:29:53.096396					21	5	15	Rank1
2021-02-08 19:29:53.101048					21	9	15	Rank1
2021-02-08 19:29:53.121964					22	7	15	Rank1
2021-02-08 19:29:53.123425					24	1	15	Rank1
2021-02-08 19:29:53.125908					24	6	15	Rank1
2021-02-08 19:29:53.125952	25	0		Rank1				
2021-02-08 19:29:53.125969					25	1	15	Rank1
2021-02-08 19:29:53.150629					25	5	15	Rank1
2021-02-08 19:29:53.150653					26	0	15	Rank1
2021-02-08 19:29:53.151520					26	5	15	Rank1
2021-02-08 19:29:53.151559					27	1	15	Rank1
2021-02-08 19:29:53.154053					27	5	15	Rank1
2021-02-08 19:29:53.154132					28	0	15	Rank1
2021-02-08 19:29:53.163405					28	6	15	Rank1
2021-02-08 19:29:53.165766	29	0	15					
2021-02-08 19:29:53.165826					29	6	15	Rank1
2021-02-08 19:29:53.166008					30	1	15	Rank1
2021-02-08 19:29:53.184142					30	5	15	Rank1
2021-02-08 19:29:53.186051					31	1	15	Rank1
2021-02-08 19:29:53.186085					31	6	15	Rank1
2021-02-08 19:29:53.188410					32	1	15	Rank1
2021-02-08 19:29:53.188591					32	6	15	Rank1
2021-02-08 19:29:53.203930	33	0		Rank1				
2021-02-08 19:29:53.207357					33	5	15	Rank1
2021-02-08 19:29:53.217157					34	1	15	Rank1
2021-02-08 19:29:53.220666					34	5	15	Rank1
2021-02-08 19:29:53.220833					35	1	15	Rank1
2021-02-08 19:29:53.220912					35	5	15	Rank1
2021-02-08 19:29:53.220933					36	0	15	Rank1
2021-02-08 19:29:53.252808					36	5	15	Rank1
2021-02-08 19:29:53.252842	37	0	15					
2021-02-08 19:29:53.282152					37	1	15	Rank1
2021-02-08 19:29:53.282203					37	5	15	Rank1
2021-02-08 19:29:53.282225					38	0	15	Rank1
2021-02-08 19:29:53.284373					39	2	15	Rank1
2021-02-08 19:29:53.284553					39	7	15	Rank1
2021-02-08 19:29:53.316930	41	0		Rank1				
2021-02-08 19:29:53.318650					44	1	15	Rank1
2021-02-08 19:29:53.318893	45	0	15					
2021-02-08 19:29:53.367862	49	0		Rank1				
2021-02-08 19:29:53.426671	53	0	15					
2021-02-08 19:29:53.495615	57	0		Rank1				
2021-02-08 19:29:53.499353	61	0	15					
2021-02-08 19:29:53.846920	65	0		Rank1				
2021-02-08 19:29:54.283023					139	3	15	Rank1
2021-02-08 19:29:54.283838	141	0	15					
2021-02-08 19:29:54.365768	145	0		Rank1				
2021-02-08 19:29:54.369112	149	0	15					
2021-02-08 19:29:54.445296	153	0		Rank1				
2021-02-08 19:29:54.663004	157	0	15					
2021-02-08 19:29:54.666211					171	0	15	Rank1
2021-02-08 19:29:54.666335	173	0	15					
2021-02-08 19:29:54.848655	177	0		Rank1				
2021-02-08 19:29:54.848814	181	0	15					
2021-02-08 19:29:54.852184	185	0		Rank1				
2021-02-08 19:29:55.182196	189	0	15					
2021-02-08 19:29:55.301265	193	0		Rank1				
2021-02-08 19:29:55.304322					236	0	15	Rank1
2021-02-08 19:29:55.304348	237	0	15					
2021-02-08 19:29:55.503380	241	0		Rank1				
2021-02-08 19:29:55.504899	245	0	15					
2021-02-08 19:29:55.505132	249	0		Rank1				
2021-02-08 19:29:55.507402	253	0	15					
2021-02-08 19:29:56.313085					332	5	15	Rank1
2021-02-08 19:29:56.313092	333	0	15					
2021-02-08 19:29:56.496579	337	0		Rank1				
2021-02-08 19:29:56.496781	341	0	15					
2021-02-08 19:29:56.499825	345	0		Rank1				
2021-02-08 19:29:56.500040	349	0	15					
2021-02-08 19:29:57.554598					459	1	15	Rank1
2021-02-08 19:29:57.554673	461	0	15					
2021-02-08 19:29:57.555945	465	0		Rank1				
2021-02-08 19:29:57.776253	469	0	15					
2021-02-08 19:29:57.776525	473	0		Rank1				
2021-02-08 19:29:57.780835	477	0	15					
2021-02-08 19:29:58.536774					555	7	15	Rank1
2021-02-08 19:29:58.536831	557	0	15					
2021-02-08 19:29:58.537544	561	0		Rank1				
2021-02-08 19:29:58.572259	565	0	15					
2021-02-08 19:29:58.574672	569	0		Rank1				
2021-02-08 19:29:59.062363	573	0	15					
2021-02-08 19:29:59.133033	617	0		Rank1				
2021-02-08 19:29:59.133104					618	7	15	Rank1
2021-02-08 19:29:59.135590					619	3	15	Rank1
2021-02-08 19:29:59.135649	621	0	15					
2021-02-08 19:29:59.261497					624	3	15	Rank1
2021-02-08 19:29:59.261537	625	0		Rank1				
2021-02-08 19:29:59.265202	629	0	15					
2021-02-08 19:29:59.265388	633	0		Rank1				
2021-02-08 19:29:59.349981	637	0	15					
2021-02-08 19:29:59.353022	641	0		Rank1				
2021-02-08 19:29:59.353252					642	3	14	Rank1
2021-02-08 19:29:59.470838	645	0	14					
2021-02-08 19:29:59.470932					645	8	14	Rank1
2021-02-08 19:29:59.473923	649	0		Rank1				
2021-02-08 19:29:59.474095					652	3	13	Rank1
2021-02-08 19:29:59.518534	653	0	13					
2021-02-08 19:29:59.518794	657	0		Rank1				
2021-02-08 19:29:59.521766	661	0	13					
2021-02-08 19:29:59.598874	665	0		Rank1				
2021-02-08 19:29:59.598881					665	1	13	Rank1
2021-02-08 19:29:59.598907					665	8	13	Rank1
2021-02-08 19:29:59.602112					668	3	12	Rank1
2021-02-08 19:29:59.661483	669	0	12					
2021-02-08 19:29:59.664439	673	0		Rank1				
2021-02-08 19:29:59.664451					673	3	12	Rank1
2021-02-08 19:29:59.668186	677	0	13					
2021-02-08 19:29:59.761183	681	0		Rank1				
2021-02-08 19:29:59.761354	685	0	12					
2021-02-08 19:29:59.838983	689	0		Rank1				
2021-02-08 19:29:59.843089					691	2	13	Rank1
2021-02-08 19:29:59.845903	693	0	13					
2021-02-08 19:29:59.845930					693	3	13	Rank1
2021-02-08 19:29:59.851506	697	0		Rank1				
2021-02-08 19:29:59.985321					698	3	12	Rank1
2021-02-08 19:29:59.987624	701	0	12					
2021-02-08 19:30:00.033710	705	0		Rank1				
2021-02-08 19:30:00.036762	709	0	12					
2021-02-08 19:30:00.036918	713	0		Rank1				
2021-02-08 19:30:00.036936					713	5	12	Rank1
2021-02-08 19:30:00.040279					714	0	13	Rank1
2021-02-08 19:30:00.040536	717	0	12					
2021-02-08 19:30:00.137400					718	5	13	Rank1
2021-02-08 19:30:00.201646	721	0		Rank1				
2021-02-08 19:30:00.202157	725	0	13					
2021-02-08 19:30:00.203922	729	0		Rank1				
2021-02-08 19:30:00.261392	733	0	15					
2021-02-08 19:30:00.261729	737	0		Rank1				
2021-02-08 19:30:00.261750					737	1	15	Rank1
2021-02-08 19:30:00.261829					737	7	15	Rank1
2021-02-08 19:30:00.265566					739	3	15	Rank1
2021-02-08 19:30:00.381806	741	0	15					
2021-02-08 19:30:00.382647					744	3	15	Rank1
2021-02-08 19:30:00.382740	745	0		Rank1				
2021-02-08 19:30:00.420794	749	0	15					
2021-02-08 19:30:00.420832					749	1	15	Rank1
2021-02-08 19:30:00.422503	753	0		Rank1				
2021-02-08 19:30:00.453544	757	0	15					
2021-02-08 19:30:00.478179					758	3	15	Rank1
2021-02-08 19:30:00.478508					759	0	15	Rank1
2021-02-08 19:30:00.478682					759	6	15	Rank1
2021-02-08 19:30:00.485697					760	5	14	Rank1
2021-02-08 19:30:00.505297					760	9	14	Rank1
2021-02-08 19:30:00.505311	761	0		Rank1				
2021-02-08 19:30:00.505457					761	5	14	Rank1
2021-02-08 19:30:00.508326					762	2	15	Rank1
2021-02-08 19:30:00.510689					763	0	14	Rank1
2021-02-08 19:30:00.510943					764	0	15	Rank1
2021-02-08 19:30:00.523905	765	0	15					
2021-02-08 19:30:00.539800					766	0	15	Rank1
2021-02-08 19:30:00.539893					766	7	15	Rank1
2021-02-08 19:30:00.542688					767	5	15	Rank1
2021-02-08 19:30:00.563476					768	5	15	Rank1
2021-02-08 19:30:00.563652	769	0		Rank1				
2021-02-08 19:30:00.574400					769	8	15	Rank1
2021-02-08 19:30:00.577967					770	9	15	Rank1
2021-02-08 19:30:00.591089					771	7	15	Rank1
2021-02-08 19:30:00.591244					772	1	15	Rank1
2021-02-08 19:30:00.593138					772	5	15	Rank1
2021-02-08 19:30:00.598107					772	9	15	Rank1
2021-02-08 19:30:00.598121	773	0	15					
2021-02-08 19:30:00.598184					773	3	15	Rank1
2021-02-08 19:30:00.610835					773	7	15	Rank1
2021-02-08 19:30:00.621035					774	5	14	Rank1
2021-02-08 19:30:00.621494					775	0	15	Rank1
2021-02-08 19:30:00.637251					775	8	15	Rank1
2021-02-08 19:30:00.637479					776	5	15	Rank1
2021-02-08 19:30:00.655325	777	0		Rank1				
2021-02-08 19:30:00.655418					777	2	15	Rank1
2021-02-08 19:30:00.710385					779	2	15	Rank1
2021-02-08 19:30:00.713492	781	0	14					
2021-02-08 19:30:00.713510					781	1	14	Rank1
2021-02-08 19:30:00.790558	785	0		Rank1				
2021-02-08 19:30:00.837714	789	0	13					
2021-02-08 19:30:00.840539	793	0		Rank1				
2021-02-08 19:30:00.848914	797	0	13					
2021-02-08 19:30:00.848951					797	2	15	Rank1
2021-02-08 19:30:00.892602	801	0		Rank1				
2021-02-08 19:30:00.950422					802	1	15	Rank1
2021-02-08 19:30:00.953838	805	0	15					
2021-02-08 19:30:01.020513					806	7	15	Rank1
2021-02-08 19:30:01.023113	809	0		Rank1				
2021-02-08 19:30:01.046789	813	0	15					
2021-02-08 19:30:01.050287	817	0		Rank1				
2021-02-08 19:30:01.110282					819	1	15	Rank1
2021-02-08 19:30:01.112831					820	0	15	Rank1
2021-02-08 19:30:01.149603	821	0	15					
2021-02-08 19:30:01.149615					821	3	15	Rank1
2021-02-08 19:30:01.149961					822	7	15	Rank1
2021-02-08 19:30:01.152829	825	0		Rank1				
2021-02-08 19:30:01.155264					826	3	15	Rank1
2021-02-08 19:30:01.190082					827	5	15	Rank1
2021-02-08 19:30:01.194179	829	0	15					
2021-02-08 19:30:01.262389	833	0		Rank1				
2021-02-08 19:30:01.264642	837	0	15					
2021-02-08 19:30:01.334415	841	0		Rank1				
2021-02-08 19:30:01.334624					843	0	15	Rank1
2021-02-08 19:30:01.400225	845	0	15					
2021-02-08 19:30:01.400236					845	5	15	Rank1
2021-02-08 19:30:01.403321	849	0		Rank1				
2021-02-08 19:30:01.493058	853	0	15					
2021-02-08 19:30:01.498616	857	0		Rank1				
2021-02-08 19:30:01.865196	861	0	15					
2021-02-08 19:30:01.868844	865	0		Rank1				
2021-02-08 19:30:02.009950					907	0	14	Rank1
2021-02-08 19:30:02.010017	909	0	13					
2021-02-08 19:30:02.012867	913	0		Rank1				
2021-02-08 19:30:02.250036	917	0	14					
2021-02-08 19:30:02.253782	921	0		Rank1				
2021-02-08 19:30:02.253993	925	0	15					
2021-02-08 19:30:02.657587					971	5	15	Rank1
2021-02-08 19:30:02.657738	973	0	13					
2021-02-08 19:30:02.900101	977	0		Rank1				
2021-02-08 19:30:02.903835	981	0	15					
2021-02-08 19:30:02.904107	985	0		Rank1				
2021-02-08 19:30:02.909916	989	0	15					
2021-02-08 19:30:03.656772					44	1	15	Rank1
2021-02-08 19:30:03.656787	45	0	15					
2021-02-08 19:30:03.826283	49	0		Rank1				
2021-02-08 19:30:03.826401	53	0	15					
2021-02-08 19:30:03.828452	57	0		Rank1				
2021-02-08 19:30:03.946635	61	0	14					
2021-02-08 19:30:03.949914	73	0		Rank1				
2021-02-08 19:30:03.950115					75	3	13	Rank1
2021-02-08 19:30:03.998610					76	0	13	Rank1
2021-02-08 19:30:03.998629	77	0	13					
2021-02-08 19:30:03.998832					80	3	12	Rank1
2021-02-08 19:30:03.998865	81	0		Rank1				
2021-02-08 19:30:04.001493	85	0	13					
2021-02-08 19:30:04.005603	89	0		Rank1				
2021-02-08 19:30:04.122289	93	0	12					
2021-02-08 19:30:04.122458					94	3	12	Rank1
2021-02-08 19:30:04.228814	97	0		Rank1				
2021-02-08 19:30:04.229003	101	0	12					
2021-02-08 19:30:04.231773	105	0		Rank1				
2021-02-08 19:30:04.234999	109	0	13					
2021-02-08 19:30:04.235234	113	0		Rank1				
2021-02-08 19:30:04.935323					171	3	13	Rank1
2021-02-08 19:30:04.935522	173	0	13					
2021-02-08 19:30:05.408611	177	0		Rank1				
2021-02-08 19:30:05.408749	181	0	15					
2021-02-08 19:30:05.413518	185	0		Rank1				
2021-02-08 19:30:05.746726	189	0	15					
2021-02-08 19:30:05.851054					268	0	10	Rank1
2021-02-08 19:30:05.851070	269	0	10					
2021-02-08 19:30:05.854319	273	0		Rank1				
2021-02-08 19:30:05.970054	277	0	12					
2021-02-08 19:30:05.973593	281	0		Rank1				
2021-02-08 19:30:05.973815	285	0	12					
2021-02-08 19:30:06.854573					364	5	9	Rank1
2021-02-08 19:30:06.854589	365	0	9					
2021-02-08 19:30:06.915654	369	0		Rank1				
2021-02-08 19:30:06.917745	373	0	12					
2021-02-08 19:30:06.917978	377	0		Rank1				
2021-02-08 19:30:07.346493	381	0	12					
2021-02-08 19:30:08.081083					491	1	11	Rank1
2021-02-08 19:30:08.083498	493	0	6					
2021-02-08 19:30:08.083768	497	0		Rank1				
2021-02-08 19:30:08.321385	501	0	8					
2021-02-08 19:30:08.324951	505	0		Rank1				
2021-02-08 19:30:08.325146	509	0	12					
2021-02-08 19:30:08.493808	537	0		Rank1				
2021-02-08 19:30:08.500882					539	1	13	Rank1
2021-02-08 19:30:08.500888					539	5	13	Rank1
2021-02-08 19:30:08.501027					539	9	15	Rank1
2021-02-08 19:30:08.526320					540	3	15	Rank1
2021-02-08 19:30:08.526339					540	7	13	Rank1
2021-02-08 19:30:08.527891	541	0	13					
2021-02-08 19:30:08.527910					541	1	13	Rank1
2021-02-08 19:30:08.528109					541	6	13	Rank1
2021-02-08 19:30:08.529896					542	0	13	Rank1
2021-02-08 19:30:08.529944					542	5	13	Rank1
2021-02-08 19:30:08.550781					543	0	13	Rank1
2021-02-08 19:30:08.550838					543	5	13	Rank1
2021-02-08 19:30:08.551017					544	0	12	Rank1
2021-02-08 19:30:08.554195					544	5	12	Rank1
2021-02-08 19:30:08.554237	545	0		Rank1				
2021-02-08 19:30:08.554251					545	2	12	Rank1
2021-02-08 19:30:08.566754					545	6	12	Rank1
2021-02-08 19:30:08.585822					546	0	12	Rank1
2021-02-08 19:30:08.585916					546	5	12	Rank1
2021-02-08 19:30:08.585945					547	0	12	Rank1
2021-02-08 19:30:08.589333					547	5	13	Rank1
2021-02-08 19:30:08.591916					548	0	13	Rank1
2021-02-08 19:30:08.597262					548	5	12	Rank1
2021-02-08 19:30:08.597347	549	0	12					
2021-02-08 19:30:08.597374					549	1	12	Rank1
2021-02-08 19:30:08.600572					549	5	12	Rank1
2021-02-08 19:30:08.600626					550	0	12	Rank1
2021-02-08 19:30:08.614254					550	5	12	Rank1
2021-02-08 19:30:08.616293					551	0	11	Rank1
2021-02-08 19:30:08.625807					551	5	11	Rank1
2021-02-08 19:30:08.625975					552	0	12	Rank1
2021-02-08 19:30:08.628426					552	5	11	Rank1
2021-02-08 19:30:08.652281	553	0		Rank1				
2021-02-08 19:30:08.652293					553	1	11	Rank1
2021-02-08 19:30:08.654839					553	5	11	Rank1
2021-02-08 19:30:08.654997					554	0	11	Rank1
2021-02-08 19:30:08.665337					554	5	11	Rank1
2021-02-08 19:30:08.665358					555	0	10	Rank1
2021-02-08 19:30:08.669765					555	5	11	Rank1
2021-02-08 19:30:08.704024					556	0	11	Rank1
2021-02-08 19:30:08.704063					556	5	11	Rank1
2021-02-08 19:30:08.704092	557	0	11					
2021-02-08 19:30:08.704178					557	1	11	Rank1
2021-02-08 19:30:08.707206					557	5	11	Rank1
2021-02-08 19:30:08.707348					558	5	12	Rank1
2021-02-08 19:30:08.767078					559	1	12	Rank1
2021-02-08 19:30:08.770326	561	0		Rank1				
2021-02-08 19:30:08.831310					564	1	12	Rank1
2021-02-08 19:30:08.831337	565	0	12					
2021-02-08 19:30:08.833219	569	0		Rank1				
2021-02-08 19:30:08.883821	573	0	12					
2021-02-08 19:30:08.886618	577	0		Rank1				
2021-02-08 19:30:08.961227	581	0	12					
2021-02-08 19:30:09.041165					587	7	13	Rank1
2021-02-08 19:30:09.041310	589	0	13					
2021-02-08 19:30:09.111950	593	0		Rank1				
2021-02-08 19:30:09.115257	597	0	13					
2021-02-08 19:30:09.172416	601	0		Rank1				
2021-02-08 19:30:09.368747	605	0	13					
2021-02-08 19:30:10.014039					684	3	13	Rank1
2021-02-08 19:30:10.014045					684	7	13	Rank1
2021-02-08 19:30:10.014170	685	0	13					
2021-02-08 19:30:10.227334	689	0		Rank1				
2021-02-08 19:30:10.229576	693	0	14					
2021-02-08 19:30:10.231584	697	0		Rank1				
2021-02-08 19:30:10.231800	701	0	14					
2021-02-08 19:30:10.646412	749	0	15					
2021-02-08 19:30:10.646567	753	0		Rank1				
2021-02-08 19:30:10.833965	757	0	15					
2021-02-08 19:30:10.837165	761	0		Rank1				
2021-02-08 19:30:10.837383	765	0	15					
2021-02-08 19:30:10.900865	773	0	15					
2021-02-08 19:30:10.901056					776	6	15	Rank1
2021-02-08 19:30:10.904048	777	0		Rank1				
2021-02-08 19:30:10.904056					777	1	15	Rank1
2021-02-08 19:30:10.957552	781	0	15					
2021-02-08 19:30:10.957560					781	1	15	Rank1
2021-02-08 19:30:10.957587					781	8	15	Rank1
2021-02-08 19:30:10.988346	785	0		Rank1				
2021-02-08 19:30:10.990868					785	2	14	Rank1
2021-02-08 19:30:10.993778					786	8	13	Rank1
2021-02-08 19:30:10.993801					788	1	13	Rank1
2021-02-08 19:30:10.993808					788	5	13	Rank1
2021-02-08 19:30:10.993968	789	0	14					
2021-02-08 19:30:11.050742					791	5	15	Rank1
2021-02-08 19:30:11.054173	793	0		Rank1				
2021-02-08 19:30:11.104556					795	0	15	Rank1
2021-02-08 19:30:11.104706					795	5	14	Rank1
2021-02-08 19:30:11.108099					796	8	13	Rank1
2021-02-08 19:30:11.108105	797	0	14					
2021-02-08 19:30:11.108139					797	6	14	Rank1
2021-02-08 19:30:11.190860					800	6	13	Rank1
2021-02-08 19:30:11.190913	801	0		Rank1				
2021-02-08 19:30:11.194181					801	8	14	Rank1
2021-02-08 19:30:11.194559					804	1	14	Rank1
2021-02-08 19:30:11.321037	805	0	14					
2021-02-08 19:30:11.321272					806	8	14	Rank1
2021-02-08 19:30:11.322759	809	0		Rank1				
2021-02-08 19:30:11.636704	813	0	15					
2021-02-08 19:30:11.639656	817	0		Rank1				
2021-02-08 19:30:11.639886	821	0	15					
2021-02-08 19:30:11.689481	825	0		Rank1				
2021-02-08 19:30:11.770591	857	0		Rank1				
2021-02-08 19:30:11.770869					859	5	13	Rank1
2021-02-08 19:30:11.778211	861	0	13					
2021-02-08 19:30:11.778312					861	3	15	Rank1
2021-02-08 19:30:11.869781					864	8	15	Rank1
2021-02-08 19:30:11.869792	865	0		Rank1				
2021-02-08 19:30:11.869995	869	0	15					
2021-02-08 19:30:11.873460	873	0		Rank1				
2021-02-08 19:30:11.994419	877	0	13					
2021-02-08 19:30:11.994612					877	5	13	Rank1
2021-02-08 19:30:12.003376	881	0		Rank1				
2021-02-08 19:30:12.393084	885	0	13					
2021-02-08 19:30:12.398988	889	0		Rank1				
2021-02-08 19:30:12.402395	893	0	13					
2021-02-08 19:30:12.789155	897	0		Rank1				
2021-02-08 19:30:13.211849					1003	0	11	Rank1
2021-02-08 19:30:13.214638	1005	0	11					
2021-02-08 19:30:13.214846	1009	0		Rank1				
2021-02-08 19:30:13.350653	1013	0	10					
2021-02-08 19:30:13.354082	1017	0		Rank1				
2021-02-08 19:30:13.354238	1021	0	12					
2021-02-08 19:30:13.749745	1	0		Rank1				
2021-02-08 19:30:13.750014	5	0	12					
2021-02-08 19:30:13.753247	9	0		Rank1				
2021-02-08 19:30:14.174126					75	3	12	Rank1
2021-02-08 19:30:14.174198	77	0	12					
2021-02-08 19:30:14.386900	81	0		Rank1				
2021-02-08 19:30:14.389564	85	0	12					
2021-02-08 19:30:14.706629	89	0		Rank1				
2021-02-08 19:30:14.706818	93	0	9					
2021-02-08 19:30:15.200539					172	0	8	Rank1
2021-02-08 19:30:15.201324	173	0	9					
2021-02-08 19:30:15.203699	177	0		Rank1				
2021-02-08 19:30:15.206846	181	0	8					
2021-02-08 19:30:15.367838	185	0		Rank1				
2021-02-08 19:30:15.368035	189	0	12					
2021-02-08 19:30:15.370855	193	0		Rank1				
2021-02-08 19:30:15.371075	197	0	10					
2021-02-08 19:30:16.075108					268	5	7	Rank1
2021-02-08 19:30:16.075142	269	0	7					
2021-02-08 19:30:16.210979	273	0		Rank1				
2021-02-08 19:30:16.211266	277	0	11					
